update_steps,test_returned_episode_lengths,returned_episode_lengths,_timestamp,returned_episode_returns,_runtime,env_step,returned_episode,qvals,test_returned_episode_returns,loss,returned_won_episode,test_returned_won_episode,grad_steps,_step,test_returned_episode
4879,92.806640625,25.59505271911621,1746182794.156629,0.3728019595146179,1974.194123933,7494144.0,0.0078125,-0.65537428855896,1.7618017196655273,0.23227687180042267,0.1243489608168602,0.783203125,38784,4878,1.0
4886,92.806640625,27.00390625,1746182796.929575,0.3646690547466278,1976.967023566,7504896.0,0.0078125,-0.699420690536499,1.7618017196655273,0.2574518024921417,0.1009114608168602,0.783203125,38840,4885,1.0
4896,92.806640625,25.76302146911621,1746182800.8934665,0.340823233127594,1980.930947819,7520256.0,0.0078125,-0.4912732243537903,1.7618017196655273,0.26491767168045044,0.0846354216337204,0.783203125,38920,4895,1.0
4908,92.806640625,25.87630271911621,1746182805.651528,0.33169227838516235,1985.688994093,7538688.0,0.008463541977107525,-0.547346830368042,1.7618017196655273,0.22704336047172546,0.087890625,0.783203125,39016,4907,1.0
4949,92.806640625,25.768230438232422,1746182821.9031827,0.334430068731308,2001.940635248,7601664.0,0.0078125,-0.6225122213363647,1.7618017196655273,0.24381566047668457,0.0970052108168602,0.783203125,39344,4948,1.0
4967,92.806640625,26.97786521911621,1746182829.0337744,0.3578721880912781,2009.071232584,7629312.0,0.0078125,-0.6677240133285522,1.7618017196655273,0.2539026737213135,0.099609375,0.783203125,39488,4966,1.0
4969,92.806640625,25.61067771911621,1746182829.8288457,0.39372342824935913,2009.866290532,7632384.0,0.0078125,-0.6504753828048706,1.7618017196655273,0.28893572092056274,0.140625,0.783203125,39504,4968,1.0
4988,92.806640625,27.73046875,1746182837.367214,0.4009541869163513,2017.404641905,7661568.0,0.0078125,-0.6775072813034058,1.7618017196655273,0.2514345347881317,0.12109375,0.783203125,39656,4987,1.0
4990,92.806640625,25.51302146911621,1746182838.15916,0.45296281576156616,2018.196591562,7664640.0,0.0078125,-0.6906309723854065,1.7618017196655273,0.23978783190250397,0.1888020932674408,0.783203125,39672,4989,1.0
5005,92.806640625,25.885417938232422,1746182844.1013074,0.36522266268730164,2024.138737498,7687680.0,0.0078125,-0.6507587432861328,1.7618017196655273,0.22327786684036255,0.1126302108168602,0.783203125,39792,5004,1.0
