update_steps,test_returned_episode_lengths,rng3947986621/returned_episode_lengths,_timestamp,rng3947986621/returned_episode_returns,_runtime,rng3947986621/env_step,rng3947986621/test_returned_episode_lengths,rng3947986621/returned_episode,qvals,rng3947986621/qvals,returned_episode_lengths,env_step,test_returned_episode_returns,rng3947986621/loss,returned_won_episode,returned_episode_returns,test_returned_won_episode,rng3947986621/update_steps,returned_episode,loss,rng3947986621/test_returned_episode_returns,grad_steps,rng3947986621/grad_steps,_step,rng3947986621/test_returned_episode,rng3947986621/returned_won_episode,test_returned_episode,rng3947986621/test_returned_won_episode
3353,95.23828125,24.619792938232422,1746182188.6733484,0.20746402442455292,1368.710819242,5150208.0,95.23828125,0.008463541977107525,-0.9965469837188721,-0.9965469837188721,24.619792938232422,5150208.0,1.4131804704666138,0.3145885169506073,0.0,0.20746402442455292,0.490234375,3353,0.008463541977107525,0.3145885169506073,1.4131804704666138,26576,26576,3352,1.0,0.0,1.0,0.490234375
3357,95.23828125,25.36458396911621,1746182190.2583897,0.2064448595046997,1370.295928451,5156352.0,95.23828125,0.008463541977107525,-1.0168019533157349,-1.0168019533157349,25.36458396911621,5156352.0,1.4131804704666138,0.24824967980384827,0.0,0.2064448595046997,0.490234375,3357,0.008463541977107525,0.24824967980384827,1.4131804704666138,26608,26608,3356,1.0,0.0,1.0,0.490234375
3360,95.23828125,24.838542938232422,1746182191.4471543,0.2594827711582184,1371.484610792,5160960.0,95.23828125,0.0078125,-0.9827516078948975,-0.9827516078948975,24.838542938232422,5160960.0,1.4131804704666138,0.26004427671432495,0.0436197929084301,0.2594827711582184,0.490234375,3360,0.0078125,0.26004427671432495,1.4131804704666138,26632,26632,3359,1.0,0.0436197929084301,1.0,0.490234375
3373,95.23828125,24.79296875,1746182196.5982883,0.2916370630264282,1376.635748189,5180928.0,95.23828125,0.008463541977107525,-0.9964079856872559,-0.9964079856872559,24.79296875,5180928.0,1.4131804704666138,0.2752838134765625,0.0631510466337204,0.2916370630264282,0.490234375,3373,0.008463541977107525,0.2752838134765625,1.4131804704666138,26736,26736,3372,1.0,0.0631510466337204,1.0,0.490234375
3374,95.23828125,25.30989646911621,1746182196.994494,0.2864939570426941,1377.031942287,5182464.0,95.23828125,0.008463541977107525,-0.9628291726112366,-0.9628291726112366,25.30989646911621,5182464.0,1.4131804704666138,0.28008151054382324,0.0657552108168602,0.2864939570426941,0.490234375,3374,0.008463541977107525,0.28008151054382324,1.4131804704666138,26744,26744,3373,1.0,0.0657552108168602,1.0,0.490234375
3376,95.23828125,25.19921875,1746182197.786589,0.26567721366882324,1377.824045524,5185536.0,95.23828125,0.0078125,-1.0041407346725464,-1.0041407346725464,25.19921875,5185536.0,1.4131804704666138,0.2760610580444336,0.0436197929084301,0.26567721366882324,0.490234375,3376,0.0078125,0.2760610580444336,1.4131804704666138,26760,26760,3375,1.0,0.0436197929084301,1.0,0.490234375
3382,95.23828125,27.06770896911621,1746182200.1637576,0.3048233389854431,1380.201215248,5194752.0,95.23828125,0.0078125,-0.9684783816337585,-0.9684783816337585,27.06770896911621,5194752.0,1.4131804704666138,0.26643091440200806,0.05859375,0.3048233389854431,0.490234375,3382,0.0078125,0.26643091440200806,1.4131804704666138,26808,26808,3381,1.0,0.05859375,1.0,0.490234375
3387,95.23828125,23.96224021911621,1746182202.1501136,0.22255206108093262,1382.187748973,5202432.0,95.23828125,0.0078125,-0.9112124443054199,-0.9112124443054199,23.96224021911621,5202432.0,1.4131804704666138,0.28583386540412903,0.01953125,0.22255206108093262,0.490234375,3387,0.0078125,0.28583386540412903,1.4131804704666138,26848,26848,3386,1.0,0.01953125,1.0,0.490234375
3395,95.23828125,26.88411521911621,1746182205.3231525,0.24660268425941467,1385.360590024,5214720.0,95.23828125,0.0078125,-0.9918721318244934,-0.9918721318244934,26.88411521911621,5214720.0,1.4131804704666138,0.2834095358848572,0.01953125,0.24660268425941467,0.490234375,3395,0.0078125,0.2834095358848572,1.4131804704666138,26912,26912,3394,1.0,0.01953125,1.0,0.490234375
3439,95.23828125,25.40625,1746182222.7660341,0.22867624461650848,1402.803499975,5282304.0,95.23828125,0.0078125,-0.9351845979690552,-0.9351845979690552,25.40625,5282304.0,1.4131804704666138,0.2502106726169586,0.0,0.22867624461650848,0.490234375,3439,0.0078125,0.2502106726169586,1.4131804704666138,27264,27264,3438,1.0,0.0,1.0,0.490234375
3441,95.23828125,25.29296875,1746182223.5583115,0.32021400332450867,1403.595757566,5285376.0,95.23828125,0.0078125,-0.8922675848007202,-0.8922675848007202,25.29296875,5285376.0,1.4131804704666138,0.2506943941116333,0.0826822966337204,0.32021400332450867,0.490234375,3441,0.0078125,0.2506943941116333,1.4131804704666138,27280,27280,3440,1.0,0.0826822966337204,1.0,0.490234375
3447,95.23828125,25.990886688232422,1746182225.9592295,0.32339176535606384,1405.996666487,5294592.0,95.23828125,0.008463541977107525,-0.8736506700515747,-0.8736506700515747,25.990886688232422,5294592.0,1.4131804704666138,0.26678481698036194,0.0774739608168602,0.32339176535606384,0.490234375,3447,0.008463541977107525,0.26678481698036194,1.4131804704666138,27328,27328,3446,1.0,0.0774739608168602,1.0,0.490234375
3448,95.23828125,25.28645896911621,1746182226.3556514,0.2614123523235321,1406.393107417,5296128.0,95.23828125,0.0078125,-0.8999489545822144,-0.8999489545822144,25.28645896911621,5296128.0,1.4131804704666138,0.2794274389743805,0.0403645858168602,0.2614123523235321,0.490234375,3448,0.0078125,0.2794274389743805,1.4131804704666138,27336,27336,3447,1.0,0.0403645858168602,1.0,0.490234375
3453,95.23828125,25.46224021911621,1746182228.3363643,0.2587920129299164,1408.373803799,5303808.0,95.23828125,0.0078125,-0.8428776264190674,-0.8428776264190674,25.46224021911621,5303808.0,1.4131804704666138,0.3131312131881714,0.0442708358168602,0.2587920129299164,0.490234375,3453,0.0078125,0.3131312131881714,1.4131804704666138,27376,27376,3452,1.0,0.0442708358168602,1.0,0.490234375
3454,95.23828125,22.752605438232422,1746182228.7324011,0.21752755343914032,1408.769834464,5305344.0,95.23828125,0.0078125,-0.9048216342926025,-0.9048216342926025,22.752605438232422,5305344.0,1.4131804704666138,0.2951960563659668,0.01953125,0.21752755343914032,0.490234375,3454,0.0078125,0.2951960563659668,1.4131804704666138,27384,27384,3453,1.0,0.01953125,1.0,0.490234375
3479,95.23828125,22.92317771911621,1746182238.6452017,0.24601340293884277,1418.682652378,5343744.0,95.23828125,0.0078125,-0.9517183899879456,-0.9517183899879456,22.92317771911621,5343744.0,1.4131804704666138,0.26166802644729614,0.0390625,0.24601340293884277,0.490234375,3479,0.0078125,0.26166802644729614,1.4131804704666138,27584,27584,3478,1.0,0.0390625,1.0,0.490234375
3489,95.23828125,24.760417938232422,1746182242.608961,0.25680750608444214,1422.646418115,5359104.0,95.23828125,0.0078125,-0.9832700490951538,-0.9832700490951538,24.760417938232422,5359104.0,1.4131804704666138,0.26093488931655884,0.046875,0.25680750608444214,0.490234375,3489,0.0078125,0.26093488931655884,1.4131804704666138,27664,27664,3488,1.0,0.046875,1.0,0.490234375
3506,95.23828125,24.197917938232422,1746182249.350544,0.25464290380477905,1429.388012531,5385216.0,95.23828125,0.0078125,-0.917972207069397,-0.917972207069397,24.197917938232422,5385216.0,1.4131804704666138,0.265055775642395,0.0436197929084301,0.25464290380477905,0.490234375,3506,0.0078125,0.265055775642395,1.4131804704666138,27800,27800,3505,1.0,0.0436197929084301,1.0,0.490234375
3508,95.23828125,24.81770896911621,1746182250.143187,0.26899945735931396,1430.180655791,5388288.0,95.23828125,0.0078125,-0.923283576965332,-0.923283576965332,24.81770896911621,5388288.0,1.4131804704666138,0.2741239070892334,0.0533854179084301,0.26899945735931396,0.490234375,3508,0.0078125,0.2741239070892334,1.4131804704666138,27816,27816,3507,1.0,0.0533854179084301,1.0,0.490234375
3511,95.23828125,26.92708396911621,1746182251.3320346,0.26366233825683594,1431.369513733,5392896.0,95.23828125,0.0078125,-0.9780800342559814,-0.9780800342559814,26.92708396911621,5392896.0,1.4131804704666138,0.26140594482421875,0.0345052108168602,0.26366233825683594,0.490234375,3511,0.0078125,0.26140594482421875,1.4131804704666138,27840,27840,3510,1.0,0.0345052108168602,1.0,0.490234375
3572,95.23828125,23.5234375,1746182275.5058978,0.19054922461509705,1455.543370329,5486592.0,95.23828125,0.0078125,-0.9063376784324646,-0.9063376784324646,23.5234375,5486592.0,1.4131804704666138,0.2501915991306305,0.0,0.19054922461509705,0.490234375,3572,0.0078125,0.2501915991306305,1.4131804704666138,28328,28328,3571,1.0,0.0,1.0,0.490234375
3595,97.24756622314453,24.592449188232422,1746182284.7173204,0.20884589850902557,1464.754758003,5521920.0,97.24756622314453,0.0078125,-0.8664988279342651,-0.8664988279342651,24.592449188232422,5521920.0,1.2063887119293213,0.22295299172401428,0.0,0.20884589850902557,0.32358676195144653,3595,0.0078125,0.22295299172401428,1.2063887119293213,28512,28512,3594,1.0,0.0,1.0,0.32358676195144653
3600,97.24756622314453,24.00520896911621,1746182286.699175,0.2518429160118103,1466.73664317,5529600.0,97.24756622314453,0.0078125,-0.9124553203582764,-0.9124553203582764,24.00520896911621,5529600.0,1.2063887119293213,0.20953679084777832,0.0403645858168602,0.2518429160118103,0.32358676195144653,3600,0.0078125,0.20953679084777832,1.2063887119293213,28552,28552,3599,1.0,0.0403645858168602,1.0,0.32358676195144653
3601,97.24756622314453,24.201824188232422,1746182287.0953412,0.25908365845680237,1467.132781709,5531136.0,97.24756622314453,0.0078125,-0.9228212833404541,-0.9228212833404541,24.201824188232422,5531136.0,1.2063887119293213,0.22698228061199188,0.0423177108168602,0.25908365845680237,0.32358676195144653,3601,0.0078125,0.22698228061199188,1.2063887119293213,28560,28560,3600,1.0,0.0423177108168602,1.0,0.32358676195144653
3608,97.24756622314453,25.084636688232422,1746182289.8688672,0.2547622323036194,1469.906323463,5541888.0,97.24756622314453,0.008463541977107525,-0.9193755984306335,-0.9193755984306335,25.084636688232422,5541888.0,1.2063887119293213,0.28318989276885986,0.0416666679084301,0.2547622323036194,0.32358676195144653,3608,0.008463541977107525,0.28318989276885986,1.2063887119293213,28616,28616,3607,1.0,0.0416666679084301,1.0,0.32358676195144653
3619,97.24756622314453,23.854167938232422,1746182294.2284446,0.22871851921081543,1474.265898927,5558784.0,97.24756622314453,0.0078125,-0.8904528021812439,-0.8904528021812439,23.854167938232422,5558784.0,1.2063887119293213,0.271633505821228,0.0221354179084301,0.22871851921081543,0.32358676195144653,3619,0.0078125,0.271633505821228,1.2063887119293213,28704,28704,3618,1.0,0.0221354179084301,1.0,0.32358676195144653
3621,97.24756622314453,23.7734375,1746182295.0210643,0.2390146106481552,1475.058513001,5561856.0,97.24756622314453,0.0078125,-0.8433265686035156,-0.8433265686035156,23.7734375,5561856.0,1.2063887119293213,0.25153636932373047,0.0377604179084301,0.2390146106481552,0.32358676195144653,3621,0.0078125,0.25153636932373047,1.2063887119293213,28720,28720,3620,1.0,0.0377604179084301,1.0,0.32358676195144653
3642,97.24756622314453,24.86067771911621,1746182303.3432333,0.2492656409740448,1483.380668813,5594112.0,97.24756622314453,0.00911458395421505,-0.8260533213615417,-0.8260533213615417,24.86067771911621,5594112.0,1.2063887119293213,0.2412673383951187,0.0455729179084301,0.2492656409740448,0.32358676195144653,3642,0.00911458395421505,0.2412673383951187,1.2063887119293213,28888,28888,3641,1.0,0.0455729179084301,1.0,0.32358676195144653
3648,97.24756622314453,23.736980438232422,1746182305.7285628,0.22624167799949646,1485.766012665,5603328.0,97.24756622314453,0.0078125,-0.817529022693634,-0.817529022693634,23.736980438232422,5603328.0,1.2063887119293213,0.2665694057941437,0.0384114608168602,0.22624167799949646,0.32358676195144653,3648,0.0078125,0.2665694057941437,1.2063887119293213,28936,28936,3647,1.0,0.0384114608168602,1.0,0.32358676195144653
3650,97.24756622314453,23.69140625,1746182306.5210397,0.2161598652601242,1486.558498287,5606400.0,97.24756622314453,0.008463541977107525,-0.8565173149108887,-0.8565173149108887,23.69140625,5606400.0,1.2063887119293213,0.26046818494796753,0.021484375,0.2161598652601242,0.32358676195144653,3650,0.008463541977107525,0.26046818494796753,1.2063887119293213,28952,28952,3649,1.0,0.021484375,1.0,0.32358676195144653
3656,97.24756622314453,26.080730438232422,1746182308.8979115,0.30264249444007874,1488.935348327,5615616.0,97.24756622314453,0.0078125,-0.7889600396156311,-0.7889600396156311,26.080730438232422,5615616.0,1.2063887119293213,0.22036488354206085,0.0716145858168602,0.30264249444007874,0.32358676195144653,3656,0.0078125,0.22036488354206085,1.2063887119293213,29000,29000,3655,1.0,0.0716145858168602,1.0,0.32358676195144653
3671,97.24756622314453,24.729167938232422,1746182314.845137,0.1992010772228241,1494.882593862,5638656.0,97.24756622314453,0.0078125,-0.7965893745422363,-0.7965893745422363,24.729167938232422,5638656.0,1.2063887119293213,0.21841764450073242,0.01888020895421505,0.1992010772228241,0.32358676195144653,3671,0.0078125,0.21841764450073242,1.2063887119293213,29120,29120,3670,1.0,0.01888020895421505,1.0,0.32358676195144653
3675,97.24756622314453,23.5703125,1746182316.4328222,0.2445461004972458,1496.47026207,5644800.0,97.24756622314453,0.0078125,-0.7917715311050415,-0.7917715311050415,23.5703125,5644800.0,1.2063887119293213,0.21331094205379486,0.0475260429084301,0.2445461004972458,0.32358676195144653,3675,0.0078125,0.21331094205379486,1.2063887119293213,29152,29152,3674,1.0,0.0475260429084301,1.0,0.32358676195144653
3676,97.24756622314453,23.81640625,1746182316.8294854,0.21891538798809052,1496.866997226,5646336.0,97.24756622314453,0.0078125,-0.755439043045044,-0.755439043045044,23.81640625,5646336.0,1.2063887119293213,0.21796342730522156,0.02083333395421505,0.21891538798809052,0.32358676195144653,3676,0.0078125,0.21796342730522156,1.2063887119293213,29160,29160,3675,1.0,0.02083333395421505,1.0,0.32358676195144653
3683,97.24756622314453,22.76302146911621,1746182319.6027024,0.3172810673713684,1499.640158862,5657088.0,97.24756622314453,0.0078125,-0.8151789903640747,-0.8151789903640747,22.76302146911621,5657088.0,1.2063887119293213,0.21242566406726837,0.1009114608168602,0.3172810673713684,0.32358676195144653,3683,0.0078125,0.21242566406726837,1.2063887119293213,29216,29216,3682,1.0,0.1009114608168602,1.0,0.32358676195144653
3699,97.24756622314453,24.46484375,1746182325.9442534,0.24903902411460876,1505.981906786,5681664.0,97.24756622314453,0.0078125,-0.7744963765144348,-0.7744963765144348,24.46484375,5681664.0,1.2063887119293213,0.19265708327293396,0.04296875,0.24903902411460876,0.32358676195144653,3699,0.0078125,0.19265708327293396,1.2063887119293213,29344,29344,3698,1.0,0.04296875,1.0,0.32358676195144653
3700,97.24756622314453,24.518230438232422,1746182326.340757,0.2354871928691864,1506.378223201,5683200.0,97.24756622314453,0.008463541977107525,-0.7781673073768616,-0.7781673073768616,24.518230438232422,5683200.0,1.2063887119293213,0.20461347699165344,0.0397135429084301,0.2354871928691864,0.32358676195144653,3700,0.008463541977107525,0.20461347699165344,1.2063887119293213,29352,29352,3699,1.0,0.0397135429084301,1.0,0.32358676195144653
3736,97.24756622314453,23.26953125,1746182340.6128068,0.307555615901947,1520.650275375,5738496.0,97.24756622314453,0.0078125,-0.7412859797477722,-0.7412859797477722,23.26953125,5738496.0,1.2063887119293213,0.1972871869802475,0.0911458358168602,0.307555615901947,0.32358676195144653,3736,0.0078125,0.1972871869802475,1.2063887119293213,29640,29640,3735,1.0,0.0911458358168602,1.0,0.32358676195144653
3744,97.24756622314453,24.8125,1746182343.7835298,0.29251712560653687,1523.820972811,5750784.0,97.24756622314453,0.0078125,-0.779613733291626,-0.779613733291626,24.8125,5750784.0,1.2063887119293213,0.2754121422767639,0.0716145858168602,0.29251712560653687,0.32358676195144653,3744,0.0078125,0.2754121422767639,1.2063887119293213,29704,29704,3743,1.0,0.0716145858168602,1.0,0.32358676195144653
3746,97.24756622314453,24.401042938232422,1746182344.576007,0.22293466329574585,1524.613471585,5753856.0,97.24756622314453,0.008463541977107525,-0.7668064832687378,-0.7668064832687378,24.401042938232422,5753856.0,1.2063887119293213,0.21940642595291138,0.0182291679084301,0.22293466329574585,0.32358676195144653,3746,0.008463541977107525,0.21940642595291138,1.2063887119293213,29720,29720,3745,1.0,0.0182291679084301,1.0,0.32358676195144653
3753,97.24756622314453,24.85286521911621,1746182347.3511548,0.30382490158081055,1527.38862335,5764608.0,97.24756622314453,0.008463541977107525,-0.6850503087043762,-0.6850503087043762,24.85286521911621,5764608.0,1.2063887119293213,0.16532298922538757,0.07421875,0.30382490158081055,0.32358676195144653,3753,0.008463541977107525,0.16532298922538757,1.2063887119293213,29776,29776,3752,1.0,0.07421875,1.0,0.32358676195144653
3780,97.24756622314453,26.55859375,1746182358.0549083,0.30336794257164,1538.092358946,5806080.0,97.24756622314453,0.0078125,-0.6702761054039001,-0.6702761054039001,26.55859375,5806080.0,1.2063887119293213,0.20060792565345764,0.0716145858168602,0.30336794257164,0.32358676195144653,3780,0.0078125,0.20060792565345764,1.2063887119293213,29992,29992,3779,1.0,0.0716145858168602,1.0,0.32358676195144653
3798,97.24756622314453,23.369792938232422,1746182365.193956,0.3028798997402191,1545.231445974,5833728.0,97.24756622314453,0.0078125,-0.747881293296814,-0.747881293296814,23.369792938232422,5833728.0,1.2063887119293213,0.17772161960601807,0.0865885466337204,0.3028798997402191,0.32358676195144653,3798,0.0078125,0.17772161960601807,1.2063887119293213,30136,30136,3797,1.0,0.0865885466337204,1.0,0.32358676195144653
3803,97.24756622314453,23.662761688232422,1746182367.176224,0.24559949338436127,1547.213670084,5841408.0,97.24756622314453,0.0078125,-0.7920266389846802,-0.7920266389846802,23.662761688232422,5841408.0,1.2063887119293213,0.1656947284936905,0.05859375,0.24559949338436127,0.32358676195144653,3803,0.0078125,0.1656947284936905,1.2063887119293213,30176,30176,3802,1.0,0.05859375,1.0,0.32358676195144653
3823,97.24756622314453,26.55599021911621,1746182375.1005569,0.342867910861969,1555.138008908,5872128.0,97.24756622314453,0.0078125,-0.7211005091667175,-0.7211005091667175,26.55599021911621,5872128.0,1.2063887119293213,0.1626656949520111,0.09375,0.342867910861969,0.32358676195144653,3823,0.0078125,0.1626656949520111,1.2063887119293213,30336,30336,3822,1.0,0.09375,1.0,0.32358676195144653
3827,97.24756622314453,24.018230438232422,1746182376.6852303,0.2664455473423004,1556.722665723,5878272.0,97.24756622314453,0.0078125,-0.7445052862167358,-0.7445052862167358,24.018230438232422,5878272.0,1.2063887119293213,0.23325568437576294,0.046875,0.2664455473423004,0.32358676195144653,3827,0.0078125,0.23325568437576294,1.2063887119293213,30368,30368,3826,1.0,0.046875,1.0,0.32358676195144653
3847,97.24756622314453,25.16015625,1746182384.6185136,0.2573583722114563,1564.655979368,5908992.0,97.24756622314453,0.0078125,-0.7393817901611328,-0.7393817901611328,25.16015625,5908992.0,1.2063887119293213,0.15666258335113525,0.044921875,0.2573583722114563,0.32358676195144653,3847,0.0078125,0.15666258335113525,1.2063887119293213,30528,30528,3846,1.0,0.044921875,1.0,0.32358676195144653
3854,97.24756622314453,23.98567771911621,1746182387.391725,0.2911885678768158,1567.429180869,5919744.0,97.24756622314453,0.0078125,-0.7727638483047485,-0.7727638483047485,23.98567771911621,5919744.0,1.2063887119293213,0.16736111044883728,0.0794270858168602,0.2911885678768158,0.32358676195144653,3854,0.0078125,0.16736111044883728,1.2063887119293213,30584,30584,3853,1.0,0.0794270858168602,1.0,0.32358676195144653
3859,97.24756622314453,26.46614646911621,1746182389.3733175,0.37029871344566345,1569.410786942,5927424.0,97.24756622314453,0.0078125,-0.71169513463974,-0.71169513463974,26.46614646911621,5927424.0,1.2063887119293213,0.17531245946884155,0.123046875,0.37029871344566345,0.32358676195144653,3859,0.0078125,0.17531245946884155,1.2063887119293213,30624,30624,3858,1.0,0.123046875,1.0,0.32358676195144653
3865,97.24756622314453,23.7890625,1746182391.7540314,0.26016736030578613,1571.791481956,5936640.0,97.24756622314453,0.0078125,-0.6845287084579468,-0.6845287084579468,23.7890625,5936640.0,1.2063887119293213,0.17028692364692688,0.0651041716337204,0.26016736030578613,0.32358676195144653,3865,0.0078125,0.17028692364692688,1.2063887119293213,30672,30672,3864,1.0,0.0651041716337204,1.0,0.32358676195144653
3905,94.677734375,23.209636688232422,1746182407.7282925,0.3029400110244751,1587.765723052,5998080.0,94.677734375,0.0078125,-0.751478374004364,-0.751478374004364,23.209636688232422,5998080.0,1.4108785390853882,0.18574489653110504,0.087890625,0.3029400110244751,0.501953125,3905,0.0078125,0.18574489653110504,1.4108785390853882,30992,30992,3904,1.0,0.087890625,1.0,0.501953125
3939,94.677734375,26.03645896911621,1746182421.209125,0.3695189654827118,1601.246601493,6050304.0,94.677734375,0.0078125,-0.8282255530357361,-0.8282255530357361,26.03645896911621,6050304.0,1.4108785390853882,0.1999911069869995,0.115234375,0.3695189654827118,0.501953125,3939,0.0078125,0.1999911069869995,1.4108785390853882,31264,31264,3938,1.0,0.115234375,1.0,0.501953125
3962,94.677734375,25.47265625,1746182430.3242078,0.31423503160476685,1610.36165354,6085632.0,94.677734375,0.0078125,-0.7649502158164978,-0.7649502158164978,25.47265625,6085632.0,1.4108785390853882,0.16482681035995483,0.0768229216337204,0.31423503160476685,0.501953125,3962,0.0078125,0.16482681035995483,1.4108785390853882,31448,31448,3961,1.0,0.0768229216337204,1.0,0.501953125
3996,94.677734375,24.75520896911621,1746182443.8126695,0.26502418518066406,1623.850163024,6137856.0,94.677734375,0.008463541977107525,-0.9406570196151733,-0.9406570196151733,24.75520896911621,6137856.0,1.4108785390853882,0.20661722123622894,0.0338541679084301,0.26502418518066406,0.501953125,3996,0.008463541977107525,0.20661722123622894,1.4108785390853882,31720,31720,3995,1.0,0.0338541679084301,1.0,0.501953125
4019,94.677734375,23.796875,1746182452.93422,0.25636881589889526,1632.971654694,6173184.0,94.677734375,0.0078125,-0.8680943250656128,-0.8680943250656128,23.796875,6173184.0,1.4108785390853882,0.1469990313053131,0.044921875,0.25636881589889526,0.501953125,4019,0.0078125,0.1469990313053131,1.4108785390853882,31904,31904,4018,1.0,0.044921875,1.0,0.501953125
4037,94.677734375,26.580730438232422,1746182460.0683832,0.3417696952819824,1640.10582781,6200832.0,94.677734375,0.0078125,-0.803267240524292,-0.803267240524292,26.580730438232422,6200832.0,1.4108785390853882,0.14873042702674866,0.0989583358168602,0.3417696952819824,0.501953125,4037,0.0078125,0.14873042702674866,1.4108785390853882,32048,32048,4036,1.0,0.0989583358168602,1.0,0.501953125
4042,94.677734375,26.51302146911621,1746182462.0538192,0.2931687533855438,1642.091293033,6208512.0,94.677734375,0.0078125,-0.7678655385971069,-0.7678655385971069,26.51302146911621,6208512.0,1.4108785390853882,0.19506286084651947,0.0475260429084301,0.2931687533855438,0.501953125,4042,0.0078125,0.19506286084651947,1.4108785390853882,32088,32088,4041,1.0,0.0475260429084301,1.0,0.501953125
4045,94.677734375,26.36458396911621,1746182463.2425447,0.2908175587654114,1643.280023841,6213120.0,94.677734375,0.0078125,-0.7160186767578125,-0.7160186767578125,26.36458396911621,6213120.0,1.4108785390853882,0.2115856111049652,0.0501302108168602,0.2908175587654114,0.501953125,4045,0.0078125,0.2115856111049652,1.4108785390853882,32112,32112,4044,1.0,0.0501302108168602,1.0,0.501953125
4057,94.677734375,25.12630271911621,1746182467.9980173,0.32440847158432007,1648.035472726,6231552.0,94.677734375,0.008463541977107525,-0.7849044799804688,-0.7849044799804688,25.12630271911621,6231552.0,1.4108785390853882,0.1608283519744873,0.0859375,0.32440847158432007,0.501953125,4057,0.008463541977107525,0.1608283519744873,1.4108785390853882,32208,32208,4056,1.0,0.0859375,1.0,0.501953125
4093,94.677734375,27.18880271911621,1746182482.271279,0.4728878438472748,1662.308752452,6286848.0,94.677734375,0.0078125,-0.8724102973937988,-0.8724102973937988,27.18880271911621,6286848.0,1.4108785390853882,0.15790674090385437,0.1940104216337204,0.4728878438472748,0.501953125,4093,0.0078125,0.15790674090385437,1.4108785390853882,32496,32496,4092,1.0,0.1940104216337204,1.0,0.501953125
4122,94.677734375,26.209636688232422,1746182493.7725136,0.32100287079811096,1673.809971899,6331392.0,94.677734375,0.0078125,-0.7383479475975037,-0.7383479475975037,26.209636688232422,6331392.0,1.4108785390853882,0.19115862250328064,0.080078125,0.32100287079811096,0.501953125,4122,0.0078125,0.19115862250328064,1.4108785390853882,32728,32728,4121,1.0,0.080078125,1.0,0.501953125
4166,94.677734375,27.776042938232422,1746182511.2232192,0.3283645808696747,1691.260699794,6398976.0,94.677734375,0.0078125,-0.7657121419906616,-0.7657121419906616,27.776042938232422,6398976.0,1.4108785390853882,0.2824970781803131,0.076171875,0.3283645808696747,0.501953125,4166,0.0078125,0.2824970781803131,1.4108785390853882,33080,33080,4165,1.0,0.076171875,1.0,0.501953125
4188,94.677734375,26.06640625,1746182519.9447544,0.39927512407302856,1699.982223853,6432768.0,94.677734375,0.0078125,-0.7566210031509399,-0.7566210031509399,26.06640625,6432768.0,1.4108785390853882,0.1781284213066101,0.1477864682674408,0.39927512407302856,0.501953125,4188,0.0078125,0.1781284213066101,1.4108785390853882,33256,33256,4187,1.0,0.1477864682674408,1.0,0.501953125
4192,94.677734375,24.75520896911621,1746182521.5301654,0.2874571979045868,1701.567612995,6438912.0,94.677734375,0.0078125,-0.7730202674865723,-0.7730202674865723,24.75520896911621,6438912.0,1.4108785390853882,0.18336224555969238,0.06640625,0.2874571979045868,0.501953125,4192,0.0078125,0.18336224555969238,1.4108785390853882,33288,33288,4191,1.0,0.06640625,1.0,0.501953125
4198,94.677734375,27.78255271911621,1746182523.9084353,0.47637853026390076,1703.945881187,6448128.0,94.677734375,0.008463541977107525,-0.7290027141571045,-0.7290027141571045,27.78255271911621,6448128.0,1.4108785390853882,0.1940372884273529,0.1979166716337204,0.47637853026390076,0.501953125,4198,0.008463541977107525,0.1940372884273529,1.4108785390853882,33336,33336,4197,1.0,0.1979166716337204,1.0,0.501953125
4205,94.677734375,27.28645896911621,1746182526.681012,0.36400580406188965,1706.718473979,6458880.0,94.677734375,0.0078125,-0.6425772905349731,-0.6425772905349731,27.28645896911621,6458880.0,1.4108785390853882,0.18342965841293335,0.1028645858168602,0.36400580406188965,0.501953125,4205,0.0078125,0.18342965841293335,1.4108785390853882,33392,33392,4204,1.0,0.1028645858168602,1.0,0.501953125
4208,94.677734375,25.932292938232422,1746182527.8693392,0.4053802490234375,1707.906785481,6463488.0,94.677734375,0.0078125,-0.6657872200012207,-0.6657872200012207,25.932292938232422,6463488.0,1.4108785390853882,0.19000540673732758,0.150390625,0.4053802490234375,0.501953125,4208,0.0078125,0.19000540673732758,1.4108785390853882,33416,33416,4207,1.0,0.150390625,1.0,0.501953125
4227,90.6881103515625,27.28645896911621,1746182535.4998558,0.38251179456710815,1715.53733277,6492672.0,90.6881103515625,0.0078125,-0.7754208445549011,-0.7754208445549011,27.28645896911621,6492672.0,1.7124634981155396,0.24539436399936676,0.1276041716337204,0.38251179456710815,0.7485380172729492,4227,0.0078125,0.24539436399936676,1.7124634981155396,33568,33568,4226,1.0,0.1276041716337204,1.0,0.7485380172729492
4231,90.6881103515625,26.47395896911621,1746182537.0839744,0.39570364356040955,1717.121452594,6498816.0,90.6881103515625,0.0078125,-0.6655470728874207,-0.6655470728874207,26.47395896911621,6498816.0,1.7124634981155396,0.26882612705230713,0.140625,0.39570364356040955,0.7485380172729492,4231,0.0078125,0.26882612705230713,1.7124634981155396,33600,33600,4230,1.0,0.140625,1.0,0.7485380172729492
