update_steps,test_returned_episode_lengths,rng3947986621/returned_episode_lengths,_timestamp,rng3947986621/returned_episode_returns,_runtime,rng3947986621/env_step,rng3947986621/test_returned_episode_lengths,rng3947986621/returned_episode,qvals,rng3947986621/qvals,returned_episode_lengths,env_step,test_returned_episode_returns,rng3947986621/loss,returned_won_episode,returned_episode_returns,test_returned_won_episode,rng3947986621/update_steps,returned_episode,loss,rng3947986621/test_returned_episode_returns,grad_steps,rng3947986621/grad_steps,_step,rng3947986621/test_returned_episode,rng3947986621/returned_won_episode,test_returned_episode,rng3947986621/test_returned_won_episode
925,52.84059524536133,31.881511688232422,1746181225.2021644,0.2053069770336151,405.239619175,1420800.0,52.84059524536133,0.013671875,-0.24827934801578522,-0.24827934801578522,31.881511688232422,1420800.0,0.16403132677078247,0.058472175151109695,0.0,0.2053069770336151,0.0,925,0.013671875,0.058472175151109695,0.16403132677078247,7152,7152,924,1.0,0.0,1.0,0.0
949,52.84059524536133,32.15625,1746181234.71433,0.23125670850276947,414.751816954,1457664.0,52.84059524536133,0.01497395895421505,-0.34030282497406006,-0.34030282497406006,32.15625,1457664.0,0.16403132677078247,0.03833696246147156,0.0,0.23125670850276947,0.0,949,0.01497395895421505,0.03833696246147156,0.16403132677078247,7344,7344,948,1.0,0.0,1.0,0.0
958,52.84059524536133,31.90364646911621,1746181238.2813327,0.23556527495384216,418.318766385,1471488.0,52.84059524536133,0.015625,-0.3481721878051758,-0.3481721878051758,31.90364646911621,1471488.0,0.16403132677078247,0.04671533405780792,0.0,0.23556527495384216,0.0,958,0.015625,0.04671533405780792,0.16403132677078247,7416,7416,957,1.0,0.0,1.0,0.0
963,52.84059524536133,32.15885543823242,1746181240.2624955,0.23060445487499237,420.299943637,1479168.0,52.84059524536133,0.013671875,-0.28771209716796875,-0.28771209716796875,32.15885543823242,1479168.0,0.16403132677078247,0.06301680207252502,0.0,0.23060445487499237,0.0,963,0.013671875,0.06301680207252502,0.16403132677078247,7456,7456,962,1.0,0.0,1.0,0.0
980,60.30299758911133,31.545574188232422,1746181247.1007726,0.23571333289146423,427.138289675,1505280.0,60.30299758911133,0.015625,-0.23520894348621368,-0.23520894348621368,31.545574188232422,1505280.0,0.4451201260089874,0.02915295772254467,0.0,0.23571333289146423,0.0,980,0.015625,0.02915295772254467,0.4451201260089874,7592,7592,979,1.0,0.0,1.0,0.0
983,60.30299758911133,32.15494918823242,1746181248.289609,0.23220044374465942,428.327037827,1509888.0,60.30299758911133,0.01497395895421505,-0.2448933720588684,-0.2448933720588684,32.15494918823242,1509888.0,0.4451201260089874,0.030679412186145782,0.0,0.23220044374465942,0.0,983,0.01497395895421505,0.030679412186145782,0.4451201260089874,7616,7616,982,1.0,0.0,1.0,0.0
987,60.30299758911133,31.82552146911621,1746181249.874618,0.21942555904388428,429.912068712,1516032.0,60.30299758911133,0.015625,-0.24215200543403625,-0.24215200543403625,31.82552146911621,1516032.0,0.4451201260089874,0.028629126027226448,0.0,0.21942555904388428,0.0,987,0.015625,0.028629126027226448,0.4451201260089874,7648,7648,986,1.0,0.0,1.0,0.0
991,60.30299758911133,31.890625,1746181251.4608185,0.22571921348571777,431.498253447,1522176.0,60.30299758911133,0.013671875,-0.24841175973415375,-0.24841175973415375,31.890625,1522176.0,0.4451201260089874,0.02922169491648674,0.0,0.22571921348571777,0.0,991,0.013671875,0.02922169491648674,0.4451201260089874,7680,7680,990,1.0,0.0,1.0,0.0
1001,60.30299758911133,31.9375,1746181255.4260702,0.2496316134929657,435.463524107,1537536.0,60.30299758911133,0.015625,-0.24649320542812347,-0.24649320542812347,31.9375,1537536.0,0.4451201260089874,0.028012465685606003,0.0,0.2496316134929657,0.0,1001,0.015625,0.028012465685606003,0.4451201260089874,7760,7760,1000,1.0,0.0,1.0,0.0
1028,60.30299758911133,31.39583396911621,1746181266.1286073,0.2518802285194397,446.166065386,1579008.0,60.30299758911133,0.015625,-0.26178663969039917,-0.26178663969039917,31.39583396911621,1579008.0,0.4451201260089874,0.02305787056684494,0.0,0.2518802285194397,0.0,1028,0.015625,0.02305787056684494,0.4451201260089874,7976,7976,1027,1.0,0.0,1.0,0.0
1045,60.30299758911133,32.08984375,1746181272.8673956,0.27022916078567505,452.904831508,1605120.0,60.30299758911133,0.014322916977107525,-0.22784200310707092,-0.22784200310707092,32.08984375,1605120.0,0.4451201260089874,0.03187628090381622,0.0,0.27022916078567505,0.0,1045,0.014322916977107525,0.03187628090381622,0.4451201260089874,8112,8112,1044,1.0,0.0,1.0,0.0
1060,60.30299758911133,31.62109375,1746181278.813288,0.24417531490325928,458.850733108,1628160.0,60.30299758911133,0.01497395895421505,-0.2821948230266571,-0.2821948230266571,31.62109375,1628160.0,0.4451201260089874,0.03185846656560898,0.0,0.24417531490325928,0.0,1060,0.01497395895421505,0.03185846656560898,0.4451201260089874,8232,8232,1059,1.0,0.0,1.0,0.0
1064,60.30299758911133,31.283855438232422,1746181280.3978977,0.2425626814365387,460.435342297,1634304.0,60.30299758911133,0.015625,-0.2785209119319916,-0.2785209119319916,31.283855438232422,1634304.0,0.4451201260089874,0.02769053541123867,0.0,0.2425626814365387,0.0,1064,0.015625,0.02769053541123867,0.4451201260089874,8264,8264,1063,1.0,0.0,1.0,0.0
1087,60.30299758911133,31.3984375,1746181289.5130877,0.27643874287605286,469.550542247,1669632.0,60.30299758911133,0.015625,-0.2465871274471283,-0.2465871274471283,31.3984375,1669632.0,0.4451201260089874,0.024742811918258667,0.0,0.27643874287605286,0.0,1087,0.015625,0.024742811918258667,0.4451201260089874,8448,8448,1086,1.0,0.0,1.0,0.0
1095,60.30299758911133,31.76692771911621,1746181292.6840196,0.2588641047477722,472.721466356,1681920.0,60.30299758911133,0.015625,-0.24810513854026794,-0.24810513854026794,31.76692771911621,1681920.0,0.4451201260089874,0.0367823988199234,0.0,0.2588641047477722,0.0,1095,0.015625,0.0367823988199234,0.4451201260089874,8512,8512,1094,1.0,0.0,1.0,0.0
1127,60.30299758911133,30.71614646911621,1746181305.371254,0.2715439200401306,485.408697841,1731072.0,60.30299758911133,0.01497395895421505,-0.23912891745567322,-0.23912891745567322,30.71614646911621,1731072.0,0.4451201260089874,0.020061993971467018,0.0,0.2715439200401306,0.0,1127,0.01497395895421505,0.020061993971467018,0.4451201260089874,8768,8768,1126,1.0,0.0,1.0,0.0
1146,60.30299758911133,31.92578125,1746181312.9036593,0.29824143648147583,492.941104812,1760256.0,60.30299758911133,0.014322916977107525,-0.21638622879981995,-0.21638622879981995,31.92578125,1760256.0,0.4451201260089874,0.01982288248836994,0.0,0.29824143648147583,0.0,1146,0.014322916977107525,0.01982288248836994,0.4451201260089874,8920,8920,1145,1.0,0.0,1.0,0.0
1149,60.30299758911133,29.86328125,1746181314.0923042,0.27934762835502625,494.129745861,1764864.0,60.30299758911133,0.01302083395421505,-0.2257755696773529,-0.2257755696773529,29.86328125,1764864.0,0.4451201260089874,0.021365175023674965,0.0,0.27934762835502625,0.0,1149,0.01302083395421505,0.021365175023674965,0.4451201260089874,8944,8944,1148,1.0,0.0,1.0,0.0
1186,60.30299758911133,31.78125,1746181328.7580304,0.34109944105148315,508.795490055,1821696.0,60.30299758911133,0.01497395895421505,-0.20002707839012146,-0.20002707839012146,31.78125,1821696.0,0.4451201260089874,0.01964981108903885,0.0,0.34109944105148315,0.0,1186,0.01497395895421505,0.01964981108903885,0.4451201260089874,9240,9240,1185,1.0,0.0,1.0,0.0
1196,60.30299758911133,30.682292938232422,1746181332.7227404,0.3235132694244385,512.760211999,1837056.0,60.30299758911133,0.014322916977107525,-0.22904911637306213,-0.22904911637306213,30.682292938232422,1837056.0,0.4451201260089874,0.032815560698509216,0.0,0.3235132694244385,0.0,1196,0.014322916977107525,0.032815560698509216,0.4451201260089874,9320,9320,1195,1.0,0.0,1.0,0.0
1204,60.30299758911133,31.88802146911621,1746181335.8939984,0.3393723666667938,515.931456884,1849344.0,60.30299758911133,0.015625,-0.26363229751586914,-0.26363229751586914,31.88802146911621,1849344.0,0.4451201260089874,0.021957021206617355,0.0,0.3393723666667938,0.0,1204,0.015625,0.021957021206617355,0.4451201260089874,9384,9384,1203,1.0,0.0,1.0,0.0
1207,60.30299758911133,31.6328125,1746181337.082609,0.3344883322715759,517.120060644,1853952.0,60.30299758911133,0.015625,-0.27399903535842896,-0.27399903535842896,31.6328125,1853952.0,0.4451201260089874,0.02380833774805069,0.0,0.3344883322715759,0.0,1207,0.015625,0.02380833774805069,0.4451201260089874,9408,9408,1206,1.0,0.0,1.0,0.0
1211,60.30299758911133,31.31380271911621,1746181338.6684988,0.33253008127212524,518.705958717,1860096.0,60.30299758911133,0.01497395895421505,-0.2630855143070221,-0.2630855143070221,31.31380271911621,1860096.0,0.4451201260089874,0.0169839970767498,0.0,0.33253008127212524,0.0,1211,0.01497395895421505,0.0169839970767498,0.4451201260089874,9440,9440,1210,1.0,0.0,1.0,0.0
1251,60.30299758911133,31.588542938232422,1746181354.5339758,0.3259541988372803,534.571433194,1921536.0,60.30299758911133,0.01497395895421505,-0.2631305754184723,-0.2631305754184723,31.588542938232422,1921536.0,0.4451201260089874,0.021559253334999084,0.0,0.3259541988372803,0.0,1251,0.01497395895421505,0.021559253334999084,0.4451201260089874,9760,9760,1250,1.0,0.0,1.0,0.0
1267,60.30299758911133,31.70442771911621,1746181360.8843076,0.3244411051273346,540.921786136,1946112.0,60.30299758911133,0.015625,-0.2700716257095337,-0.2700716257095337,31.70442771911621,1946112.0,0.4451201260089874,0.01221976988017559,0.0,0.3244411051273346,0.0,1267,0.015625,0.01221976988017559,0.4451201260089874,9888,9888,1266,1.0,0.0,1.0,0.0
1268,60.30299758911133,31.389324188232422,1746181361.280916,0.33373451232910156,541.318375909,1947648.0,60.30299758911133,0.015625,-0.2741973102092743,-0.2741973102092743,31.389324188232422,1947648.0,0.4451201260089874,0.013536212965846062,0.0,0.33373451232910156,0.0,1268,0.015625,0.013536212965846062,0.4451201260089874,9896,9896,1267,1.0,0.0,1.0,0.0
1273,60.30299758911133,31.54817771911621,1746181363.263771,0.33579200506210327,543.301229397,1955328.0,60.30299758911133,0.014322916977107525,-0.2619251012802124,-0.2619251012802124,31.54817771911621,1955328.0,0.4451201260089874,0.013933518901467323,0.0,0.33579200506210327,0.0,1273,0.014322916977107525,0.013933518901467323,0.4451201260089874,9936,9936,1272,1.0,0.0,1.0,0.0
1283,60.30299758911133,31.54036521911621,1746181367.2495735,0.32649827003479004,547.287012439,1970688.0,60.30299758911133,0.015625,-0.26666924357414246,-0.26666924357414246,31.54036521911621,1970688.0,0.4451201260089874,0.012233735993504524,0.0,0.32649827003479004,0.0,1283,0.015625,0.012233735993504524,0.4451201260089874,10016,10016,1282,1.0,0.0,1.0,0.0
1291,60.30299758911133,31.48046875,1746181370.424984,0.3293900191783905,550.462426448,1982976.0,60.30299758911133,0.015625,-0.269491970539093,-0.269491970539093,31.48046875,1982976.0,0.4451201260089874,0.012960287742316723,0.0,0.3293900191783905,0.0,1291,0.015625,0.012960287742316723,0.4451201260089874,10080,10080,1290,1.0,0.0,1.0,0.0
1293,60.30299758911133,31.522136688232422,1746181371.2178283,0.32000577449798584,551.255281883,1986048.0,60.30299758911133,0.015625,-0.26760047674179077,-0.26760047674179077,31.522136688232422,1986048.0,0.4451201260089874,0.01155884563922882,0.0,0.32000577449798584,0.0,1293,0.015625,0.01155884563922882,0.4451201260089874,10096,10096,1292,1.0,0.0,1.0,0.0
1311,54.062374114990234,31.31770896911621,1746181378.451025,0.3278772830963135,558.488488147,2013696.0,54.062374114990234,0.015625,-0.27196770906448364,-0.27196770906448364,31.31770896911621,2013696.0,0.5830019116401672,0.009660553187131882,0.0,0.3278772830963135,0.0,1311,0.015625,0.009660553187131882,0.5830019116401672,10240,10240,1310,0.9999999403953552,0.0,0.9999999403953552,0.0
1337,54.062374114990234,31.46614646911621,1746181388.760789,0.3329976201057434,568.79824735,2053632.0,54.062374114990234,0.015625,-0.2662666440010071,-0.2662666440010071,31.46614646911621,2053632.0,0.5830019116401672,0.008638696745038033,0.0,0.3329976201057434,0.0,1337,0.015625,0.008638696745038033,0.5830019116401672,10448,10448,1336,0.9999999403953552,0.0,0.9999999403953552,0.0
1353,54.062374114990234,31.63671875,1746181395.1040218,0.32166463136672974,575.1414754,2078208.0,54.062374114990234,0.015625,-0.3778628408908844,-0.3778628408908844,31.63671875,2078208.0,0.5830019116401672,0.008709559217095375,0.0,0.32166463136672974,0.0,1353,0.015625,0.008709559217095375,0.5830019116401672,10576,10576,1352,0.9999999403953552,0.0,0.9999999403953552,0.0
1359,54.062374114990234,30.7890625,1746181397.4818413,0.31395524740219116,577.519288874,2087424.0,54.062374114990234,0.014322916977107525,-0.38167399168014526,-0.38167399168014526,30.7890625,2087424.0,0.5830019116401672,0.00809025950729847,0.0,0.31395524740219116,0.0,1359,0.014322916977107525,0.00809025950729847,0.5830019116401672,10624,10624,1358,0.9999999403953552,0.0,0.9999999403953552,0.0
1392,54.062374114990234,30.87239646911621,1746181410.5678854,0.3085307776927948,590.60534426,2138112.0,54.062374114990234,0.015625,-0.35196658968925476,-0.35196658968925476,30.87239646911621,2138112.0,0.5830019116401672,0.009254676289856434,0.0,0.3085307776927948,0.0,1392,0.015625,0.009254676289856434,0.5830019116401672,10888,10888,1391,0.9999999403953552,0.0,0.9999999403953552,0.0
1394,54.062374114990234,30.90625,1746181411.3605776,0.3169017732143402,591.3980378,2141184.0,54.062374114990234,0.015625,-0.34782883524894714,-0.34782883524894714,30.90625,2141184.0,0.5830019116401672,0.008512275293469429,0.0,0.3169017732143402,0.0,1394,0.015625,0.008512275293469429,0.5830019116401672,10904,10904,1393,0.9999999403953552,0.0,0.9999999403953552,0.0
1401,54.062374114990234,31.40625,1746181414.1346796,0.34061044454574585,594.172128508,2151936.0,54.062374114990234,0.015625,-0.3606446385383606,-0.3606446385383606,31.40625,2151936.0,0.5830019116401672,0.007128056604415178,0.0,0.34061044454574585,0.0,1401,0.015625,0.007128056604415178,0.5830019116401672,10960,10960,1400,0.9999999403953552,0.0,0.9999999403953552,0.0
1431,54.062374114990234,31.47005271911621,1746181426.0253732,0.32293349504470825,606.062829725,2198016.0,54.062374114990234,0.015625,-0.3703411817550659,-0.3703411817550659,31.47005271911621,2198016.0,0.5830019116401672,0.007164537440985441,0.0,0.32293349504470825,0.0,1431,0.015625,0.007164537440985441,0.5830019116401672,11200,11200,1430,0.9999999403953552,0.0,0.9999999403953552,0.0
1443,54.062374114990234,30.490886688232422,1746181430.7805617,0.17101582884788513,610.818011933,2216448.0,54.062374114990234,0.01497395895421505,-0.36296284198760986,-0.36296284198760986,30.490886688232422,2216448.0,0.5830019116401672,0.006397842895239592,0.0,0.17101582884788513,0.0,1443,0.01497395895421505,0.006397842895239592,0.5830019116401672,11296,11296,1442,0.9999999403953552,0.0,0.9999999403953552,0.0
1447,54.062374114990234,31.15755271911621,1746181432.3653007,0.11103644967079163,612.402744396,2222592.0,54.062374114990234,0.01497395895421505,-0.3686389625072479,-0.3686389625072479,31.15755271911621,2222592.0,0.5830019116401672,0.008346793241798878,0.0,0.11103644967079163,0.0,1447,0.01497395895421505,0.008346793241798878,0.5830019116401672,11328,11328,1446,0.9999999403953552,0.0,0.9999999403953552,0.0
1458,54.062374114990234,31.190105438232422,1746181436.724789,0.2563323974609375,616.762224497,2239488.0,54.062374114990234,0.013671875,-0.38052889704704285,-0.38052889704704285,31.190105438232422,2239488.0,0.5830019116401672,0.007073965854942799,0.0,0.2563323974609375,0.0,1458,0.013671875,0.007073965854942799,0.5830019116401672,11416,11416,1457,0.9999999403953552,0.0,0.9999999403953552,0.0
1464,54.062374114990234,29.752605438232422,1746181439.1018786,0.2694149613380432,619.139328451,2248704.0,54.062374114990234,0.01302083395421505,-0.32716384530067444,-0.32716384530067444,29.752605438232422,2248704.0,0.5830019116401672,0.01641099527478218,0.0,0.2694149613380432,0.0,1464,0.01302083395421505,0.01641099527478218,0.5830019116401672,11464,11464,1463,0.9999999403953552,0.0,0.9999999403953552,0.0
1475,54.062374114990234,29.68099021911621,1746181443.463811,0.17485159635543823,623.501245068,2265600.0,54.062374114990234,0.010416666977107525,-0.36177098751068115,-0.36177098751068115,29.68099021911621,2265600.0,0.5830019116401672,0.009868713095784187,0.0,0.17485159635543823,0.0,1475,0.010416666977107525,0.009868713095784187,0.5830019116401672,11552,11552,1474,0.9999999403953552,0.0,0.9999999403953552,0.0
1499,54.062374114990234,29.91145896911621,1746181452.9769485,0.1709308624267578,633.014418607,2302464.0,54.062374114990234,0.015625,-0.3616676926612854,-0.3616676926612854,29.91145896911621,2302464.0,0.5830019116401672,0.01768188364803791,0.0,0.1709308624267578,0.0,1499,0.015625,0.01768188364803791,0.5830019116401672,11744,11744,1498,0.9999999403953552,0.0,0.9999999403953552,0.0
1507,54.062374114990234,28.37239646911621,1746181456.149601,0.1721741408109665,636.187059474,2314752.0,54.062374114990234,0.01171875,-0.35979947447776794,-0.35979947447776794,28.37239646911621,2314752.0,0.5830019116401672,0.015140554867684841,0.0,0.1721741408109665,0.0,1507,0.01171875,0.015140554867684841,0.5830019116401672,11808,11808,1506,0.9999999403953552,0.0,0.9999999403953552,0.0
1514,54.062374114990234,29.959636688232422,1746181458.9228666,0.13924145698547363,638.960319234,2325504.0,54.062374114990234,0.01171875,-0.3728893995285034,-0.3728893995285034,29.959636688232422,2325504.0,0.5830019116401672,0.010898515582084656,0.0,0.13924145698547363,0.0,1514,0.01171875,0.010898515582084656,0.5830019116401672,11864,11864,1513,0.9999999403953552,0.0,0.9999999403953552,0.0
1541,54.062374114990234,29.890625,1746181469.625677,0.16978183388710022,649.663153521,2366976.0,54.062374114990234,0.01106770895421505,-0.4352280795574188,-0.4352280795574188,29.890625,2366976.0,0.5830019116401672,0.011633463203907013,0.0,0.16978183388710022,0.0,1541,0.01106770895421505,0.011633463203907013,0.5830019116401672,12080,12080,1540,0.9999999403953552,0.0,0.9999999403953552,0.0
1555,54.062374114990234,27.8515625,1746181475.173765,0.17227503657341003,655.211230563,2388480.0,54.062374114990234,0.0078125,-0.5090736150741577,-0.5090736150741577,27.8515625,2388480.0,0.5830019116401672,0.023771505802869797,0.0,0.17227503657341003,0.0,1555,0.0078125,0.023771505802869797,0.5830019116401672,12192,12192,1554,0.9999999403953552,0.0,0.9999999403953552,0.0
1598,54.062374114990234,27.86849021911621,1746181492.230292,0.1900606006383896,672.267729025,2454528.0,54.062374114990234,0.010416666977107525,-0.5302120447158813,-0.5302120447158813,27.86849021911621,2454528.0,0.5830019116401672,0.01475145760923624,0.0,0.1900606006383896,0.0,1598,0.010416666977107525,0.01475145760923624,0.5830019116401672,12536,12536,1597,0.9999999403953552,0.0,0.9999999403953552,0.0
1618,54.062374114990234,27.34375,1746181500.1592028,0.19984161853790283,680.196637684,2485248.0,54.062374114990234,0.009765625,-0.5462624430656433,-0.5462624430656433,27.34375,2485248.0,0.5830019116401672,0.013743295334279537,0.0,0.19984161853790283,0.0,1618,0.009765625,0.013743295334279537,0.5830019116401672,12696,12696,1617,0.9999999403953552,0.0,0.9999999403953552,0.0
1625,81.74679565429688,29.346355438232422,1746181503.037181,0.23547355830669403,683.07464306,2496000.0,81.74679565429688,0.012369791977107525,-0.5649018287658691,-0.5649018287658691,29.346355438232422,2496000.0,0.5572894215583801,0.014792874455451965,0.0,0.23547355830669403,0.0,1625,0.012369791977107525,0.014792874455451965,0.5572894215583801,12752,12752,1624,1.0,0.0,1.0,0.0
1633,81.74679565429688,28.268230438232422,1746181506.2067516,0.2267817258834839,686.244203693,2508288.0,81.74679565429688,0.010416666977107525,-0.5385271310806274,-0.5385271310806274,28.268230438232422,2508288.0,0.5572894215583801,0.014820562675595284,0.0,0.2267817258834839,0.0,1633,0.010416666977107525,0.014820562675595284,0.5572894215583801,12816,12816,1632,1.0,0.0,1.0,0.0
1644,81.74679565429688,31.936199188232422,1746181510.5681424,0.29906079173088074,690.605607603,2525184.0,81.74679565429688,0.01497395895421505,-0.8660243153572083,-0.8660243153572083,31.936199188232422,2525184.0,0.5572894215583801,0.017308209091424942,0.0,0.29906079173088074,0.0,1644,0.01497395895421505,0.017308209091424942,0.5572894215583801,12904,12904,1643,1.0,0.0,1.0,0.0
1648,81.74679565429688,31.50390625,1746181512.153787,0.2836635112762451,692.191228302,2531328.0,81.74679565429688,0.014322916977107525,-0.8244373798370361,-0.8244373798370361,31.50390625,2531328.0,0.5572894215583801,0.01614883914589882,0.0,0.2836635112762451,0.0,1648,0.014322916977107525,0.01614883914589882,0.5572894215583801,12936,12936,1647,1.0,0.0,1.0,0.0
1652,81.74679565429688,31.88802146911621,1746181513.7390325,0.2853420078754425,693.776491926,2537472.0,81.74679565429688,0.01497395895421505,-0.8240373134613037,-0.8240373134613037,31.88802146911621,2537472.0,0.5572894215583801,0.01727432757616043,0.0,0.2853420078754425,0.0,1652,0.01497395895421505,0.01727432757616043,0.5572894215583801,12968,12968,1651,1.0,0.0,1.0,0.0
1657,81.74679565429688,31.84114646911621,1746181515.7195985,0.30709803104400635,695.757039407,2545152.0,81.74679565429688,0.01497395895421505,-0.8012019395828247,-0.8012019395828247,31.84114646911621,2545152.0,0.5572894215583801,0.01796390488743782,0.0,0.30709803104400635,0.0,1657,0.01497395895421505,0.01796390488743782,0.5572894215583801,13008,13008,1656,1.0,0.0,1.0,0.0
1667,81.74679565429688,29.95052146911621,1746181519.6842647,0.2818112075328827,699.721695575,2560512.0,81.74679565429688,0.013671875,-0.7305419445037842,-0.7305419445037842,29.95052146911621,2560512.0,0.5572894215583801,0.015865564346313477,0.0,0.2818112075328827,0.0,1667,0.013671875,0.015865564346313477,0.5572894215583801,13088,13088,1666,1.0,0.0,1.0,0.0
1681,81.74679565429688,29.967449188232422,1746181525.234137,0.2629208564758301,705.271670652,2582016.0,81.74679565429688,0.01302083395421505,-0.693926215171814,-0.693926215171814,29.967449188232422,2582016.0,0.5572894215583801,0.014856083318591118,0.0,0.2629208564758301,0.0,1681,0.01302083395421505,0.014856083318591118,0.5572894215583801,13200,13200,1680,1.0,0.0,1.0,0.0
1725,81.74679565429688,32.173179626464844,1746181542.696492,0.32567375898361206,722.733927262,2649600.0,81.74679565429688,0.015625,-0.7062045335769653,-0.7062045335769653,32.173179626464844,2649600.0,0.5572894215583801,0.01417369395494461,0.0,0.32567375898361206,0.0,1725,0.015625,0.01417369395494461,0.5572894215583801,13552,13552,1724,1.0,0.0,1.0,0.0
1730,81.74679565429688,30.45833396911621,1746181544.6782918,0.2935974597930908,724.715733541,2657280.0,81.74679565429688,0.014322916977107525,-0.7347095608711243,-0.7347095608711243,30.45833396911621,2657280.0,0.5572894215583801,0.045173246413469315,0.0,0.2935974597930908,0.0,1730,0.014322916977107525,0.045173246413469315,0.5572894215583801,13592,13592,1729,1.0,0.0,1.0,0.0
1732,81.74679565429688,31.29296875,1746181545.4706554,0.2659488916397095,725.508123997,2660352.0,81.74679565429688,0.015625,-0.7183010578155518,-0.7183010578155518,31.29296875,2660352.0,0.5572894215583801,0.018152687698602676,0.0,0.2659488916397095,0.0,1732,0.015625,0.018152687698602676,0.5572894215583801,13608,13608,1731,1.0,0.0,1.0,0.0
