test_returned_episode_lengths,_runtime,_timestamp,env_step,qvals,returned_episode_lengths,returned_episode_returns,loss,test_returned_episode,update_steps,returned_episode,test_returned_won_episode,test_returned_episode_returns,grad_steps,returned_won_episode,_step
44.12992477416992,160.198126332,1746195223.6106775,638976.0,0.19177305698394775,27.03059959411621,0.12525346875190735,0.13666918873786926,1.0,416,0.02018229104578495,0.0,0.08540263026952744,3080,0.0,415
44.12992477416992,162.618396024,1746195226.0309546,651264.0,0.20011354982852936,30.48697853088379,0.14717534184455872,0.18579599261283875,1.0,424,0.014322916977107525,0.0,0.08540263026952744,3144,0.0,423
44.12992477416992,166.46137726,1746195229.873932,671232.0,0.1324220597743988,27.494140625,0.13330642879009247,0.20341554284095764,1.0,437,0.0234375,0.0,0.08540263026952744,3248,0.0,436
44.12992477416992,166.756519218,1746195230.1690764,672768.0,0.12761366367340088,29.28580665588379,0.13826823234558105,0.17640790343284607,1.0,438,0.017578125,0.0,0.08540263026952744,3256,0.0,437
44.12992477416992,171.482322009,1746195234.894877,697344.0,0.0837835967540741,30.77083396911621,0.1461709886789322,0.1246122270822525,1.0,454,0.013671875,0.0,0.08540263026952744,3384,0.0,453
44.12992477416992,172.366902938,1746195235.7794628,701952.0,0.08549287915229797,31.78580665588379,0.16930468380451202,0.10444661229848862,1.0,457,0.015625,0.0,0.08540263026952744,3408,0.0,456
44.12992477416992,172.661542077,1746195236.0740914,703488.0,0.10148473083972931,31.84244728088379,0.15060588717460632,0.1028316468000412,1.0,458,0.014973958022892475,0.0,0.08540263026952744,3416,0.0,457
44.12992477416992,172.957873423,1746195236.3704362,705024.0,0.10460813343524933,30.19270896911621,0.1377638727426529,0.1061449646949768,1.0,459,0.01692708395421505,0.0,0.08540263026952744,3424,0.0,458
44.12992477416992,176.503059096,1746195239.9156249,723456.0,0.05610383674502373,32.03125,0.14391405880451202,0.13178154826164246,1.0,471,0.012369791977107525,0.0,0.08540263026952744,3520,0.0,470
44.12992477416992,178.869466506,1746195242.2820225,735744.0,0.08785583078861237,28.919921875,0.13537152111530304,0.21139410138130188,1.0,479,0.01953125,0.0,0.08540263026952744,3584,0.0,478
44.12992477416992,180.648341068,1746195244.0608902,744960.0,0.02168198674917221,31.328125,0.1969860941171646,0.14367997646331787,1.0,485,0.014973958022892475,0.0,0.08540263026952744,3632,0.0,484
44.12992477416992,188.326988688,1746195251.7395577,784896.0,-0.012491409666836262,31.91927146911621,0.16145050525665283,0.11538122594356537,1.0,511,0.011067708022892475,0.0,0.08540263026952744,3840,0.0,510
44.12992477416992,189.507560349,1746195252.9201043,791040.0,0.025142788887023926,31.7265625,0.15256944298744202,0.1431785672903061,1.0,515,0.014973958022892475,0.0,0.08540263026952744,3872,0.0,514
44.12992477416992,197.484066721,1746195260.8966062,832512.0,0.010901159606873989,30.75260353088379,0.12169443070888519,0.10550832003355026,1.0,542,0.014973958022892475,0.0,0.08540263026952744,4088,0.0,541
44.12992477416992,198.073431532,1746195261.485971,835584.0,0.04993324726819992,29.75130271911621,0.1255885362625122,0.12941062450408936,1.0,544,0.011067708022892475,0.0,0.08540263026952744,4104,0.0,543
44.12992477416992,200.139537414,1746195263.552094,846336.0,0.0431753545999527,31.640625,0.1470460146665573,0.08822931349277496,1.0,551,0.013671875,0.0,0.08540263026952744,4160,0.0,550
44.12992477416992,206.934905303,1746195270.3474896,881664.0,0.023391656577587128,29.76432228088379,0.11373870819807053,0.07239221036434174,1.0,574,0.011067708022892475,0.0,0.08540263026952744,4344,0.0,573
44.12992477416992,208.116020251,1746195271.5285783,887808.0,0.03303544223308563,29.83072853088379,0.0841284766793251,0.08283571898937225,1.0,578,0.013020833022892475,0.0,0.08540263026952744,4376,0.0,577
44.12992477416992,218.751154231,1746195282.1637092,943104.0,0.06045471131801605,30.75260353088379,0.11809460073709488,0.07881329953670502,1.0,614,0.013020833022892475,0.0,0.08540263026952744,4664,0.0,613
