_timestamp,test_returned_episode_lengths,returned_won_episode,returned_episode,loss,qvals,env_step,returned_episode_lengths,grad_steps,returned_episode_returns,test_returned_won_episode,update_steps,test_returned_episode_returns,_step,test_returned_episode,_runtime
1746169528.0920105,15.19840145111084,0.0,0.0553385429084301,0.12247104942798615,0.32512903213500977,192000.0,14.506510734558105,752,0.17213544249534607,0.0,125,0.0020739631727337837,124,1.0,80.109343381
1746169535.9273503,15.19840145111084,0.0,0.0605468787252903,0.11154976487159729,0.23491063714027405,228864.0,13.729166984558105,944,0.1793619841337204,0.0,149,0.0020739631727337837,148,1.0,87.944680478
1746169539.191796,15.19840145111084,0.0,0.0553385429084301,0.14408016204833984,0.2434261441230774,244224.0,14.815104484558105,1024,0.17591147124767303,0.0,159,0.0020739631727337837,158,1.0,91.209128344
1746169541.1492057,15.19840145111084,0.0,0.0585937537252903,0.08519956469535828,0.19121216237545013,253440.0,14.070963859558105,1072,0.1866970807313919,0.0,165,0.0020739631727337837,164,1.0,93.166535341
1746169543.75016,15.19840145111084,0.0,0.0585937537252903,0.10041957348585129,0.2068648338317871,265728.0,13.854166984558105,1136,0.1962890923023224,0.0,173,0.0020739631727337837,172,1.0,95.767513011
1746169547.6721623,15.19840145111084,0.0,0.0585937537252903,0.0950477123260498,0.21793800592422485,284160.0,14.445313453674316,1232,0.18773873150348663,0.0,185,0.0020739631727337837,184,1.0,99.689491467
1746169556.8053901,15.19840145111084,0.0,0.0559895858168602,0.49761760234832764,0.14592194557189941,327168.0,14.361979484558105,1456,0.21063369512557983,0.0,213,0.0020739631727337837,212,1.0,108.822746211
1746169559.4110713,15.19840145111084,0.0,0.0533854179084301,0.10093032568693161,0.14558084309101105,339456.0,15.017579078674316,1520,0.18730472028255463,0.0,221,0.0020739631727337837,220,1.0,111.428405324
1746169567.889249,15.19840145111084,0.0,0.0540364608168602,0.1264217346906662,0.16457468271255493,379392.0,14.869791984558105,1728,0.219292551279068,0.0,247,0.0020739631727337837,246,1.0,119.90655687
1746169572.7831726,15.19840145111084,0.0,0.0592447929084301,0.07129058241844177,0.17079772055149078,402432.0,14.264974594116211,1848,0.2384982854127884,0.0,262,0.0020739631727337837,261,1.0,124.800510605
1746169575.3911695,15.19840145111084,0.0,0.0566406287252903,0.06841559708118439,0.1688479483127594,414720.0,14.143229484558105,1912,0.22306859493255615,0.0,270,0.0020739631727337837,269,1.0,127.408488799
1746169576.6899092,15.19840145111084,0.0,0.0579427108168602,0.060039252042770386,0.17242549359798431,420864.0,14.460287094116211,1944,0.25490453839302063,0.0,274,0.0020739631727337837,273,1.0,128.707232814
1746169577.3421159,15.19840145111084,0.0,0.0592447929084301,0.056626781821250916,0.1728242039680481,423936.0,14.047526359558105,1960,0.22647571563720703,0.0,276,0.0020739631727337837,275,1.0,129.359438579
1746169577.6682248,15.19840145111084,0.0,0.0598958358168602,0.06324970722198486,0.17521648108959198,425472.0,13.692057609558105,1968,0.2468099147081375,0.0,277,0.0020739631727337837,276,1.0,129.685549541
1746169581.9092364,15.19840145111084,0.0,0.0540364608168602,0.06173788756132126,0.17379575967788696,445440.0,14.896485328674316,2072,0.21716581284999847,0.0,290,0.0020739631727337837,289,1.0,133.92655566
1746169583.5402575,15.19840145111084,0.0,0.0631510466337204,0.10316775739192963,0.19604794681072235,453120.0,13.375000953674316,2112,0.27009549736976624,0.0,295,0.0020739631727337837,294,1.0,135.557594679
1746169586.154606,15.19840145111084,0.0,0.0553385429084301,0.050866298377513885,0.18375131487846375,465408.0,14.953125953674316,2176,0.24648438394069672,0.0,303,0.0020739631727337837,302,1.0,138.171947855
1746169594.0533168,14.843155860900879,0.0,0.064453125,0.04996555298566818,0.1964549869298935,502272.0,13.082032203674316,2368,0.28661027550697327,0.003367813304066658,327,0.579897403717041,326,1.0,146.070692949
1746169597.6393023,14.843155860900879,0.0,0.0618489608168602,0.049711793661117554,0.2036130130290985,519168.0,13.373047828674316,2456,0.28140193223953247,0.003367813304066658,338,0.579897403717041,337,1.0,149.65664396
1746169602.2076073,14.843155860900879,0.0,0.0677083358168602,0.09157515317201614,0.1875663548707962,540672.0,12.718099594116211,2568,0.3010199964046478,0.003367813304066658,352,0.579897403717041,351,1.0,154.224955192
1746169606.1250744,14.843155860900879,0.0,0.0703125,0.05895638465881348,0.12823882699012756,559104.0,12.095052719116211,2664,0.2925564646720886,0.003367813304066658,364,0.579897403717041,363,1.0,158.142408169
1746169607.1039011,14.843155860900879,0.0,0.06640625,0.058019302785396576,0.1288900375366211,563712.0,12.850912094116211,2688,0.30993926525115967,0.003367813304066658,367,0.579897403717041,366,1.0,159.121243673
1746169613.9589322,14.843155860900879,0.0,0.0690104216337204,0.08350072801113129,0.1358853280544281,595968.0,12.257162094116211,2856,0.32285162806510925,0.003367813304066658,388,0.579897403717041,387,1.0,165.976279676
1746169615.5904107,14.843155860900879,0.0,0.0677083358168602,0.08281895518302917,0.1065375804901123,603648.0,12.012370109558105,2896,0.3288846015930176,0.003367813304066658,393,0.579897403717041,392,1.0,167.607765403
